gender,nationality,victimized,gen_ins,p7_8,age,p10_1,p10_2,id,barrio_res,gender_effect,nationality_effect,victimized_effect,p7_8_effect,darksens,p10_1_scaled,p10_2_scaled,darksens_b,darksens_c
0,1,none,-0.7318940912640458,1,45,4,4,agent_108,Rochapea/Arrotxapea,0,0.24418166443467257,0,0,-0.02102911125986583,0,0,-0.03871882010575553,0.0176897088458897
0,1,none,1.296174451272482,2,33,1,2,agent_536,Rochapea/Arrotxapea,0,0.23523683023091677,0,0.5266516068017759,1.2718439113135205,1,0.66,0.7846153437409017,0.48722856757261873
0,1,none,0.39974948203996663,3,76,2,2,agent_211,Rochapea/Arrotxapea,0,0.2074856544887842,0,0,1.0091101045307305,0.66,0.66,0.5112963560961153,0.49781374843461507
0,1,none,2.1769173826466215,1,36,1,1,agent_43,Rochapea/Arrotxapea,0,-0.07155547483246132,0,0,1.5097836276265975,1,1,0.7753985392185994,0.7343850884079982
0,1,none,0.5054004382911759,1,57,3,3,agent_345,Rochapea/Arrotxapea,0,0.18263760943668797,0,0,0.4938205330296468,0.33,0.33,0.26359098706899703,0.23022954596064976
0,0,none,0.8015105922811347,3,47,3,2,agent_52,Rochapea/Arrotxapea,0,0,0,0,0.7599781761466905,0.33,0.66,0.24154191367226743,0.5184362624744231
0,0,none,-0.7318940912640458,3,33,4,4,agent_147,Rochapea/Arrotxapea,0,0,0,0,-0.03371999905682411,0,0,-0.008330184591735504,-0.025389814465088607
0,0,low,-0.7527920075351475,2,25,4,4,agent_542,Rochapea/Arrotxapea,0,0,0.251187969109293,0.6237206808102802,0.02341796455963438,0,0,-0.025464384577677218,0.0488823491373116
0,1,none,1.0848228224674066,2,55,1,1,agent_263,Rochapea/Arrotxapea,0,0.15056719357421275,0,0.6877925155948978,1.4929472294889643,1,1,0.7432052193381106,0.7497420101508537
0,1,none,1.3564922233486614,2,71,1,1,agent_405,San Jorge-Sanduzelai,0,-0.02230304988672384,0,0.5728345420050056,1.5349516867008368,1,1,0.7775882160351064,0.7573634706657304
0,0,none,2.198329056395225,3,46,2,2,agent_409,San Jorge-Sanduzelai,0,0,0,0,0.9972620518472464,0.66,0.66,0.5194052444657357,0.4778568073815107
0,0,low,-0.434326771009592,2,41,4,4,agent_584,San Jorge-Sanduzelai,0,0,0.24025381885738947,0.6689424451618582,-0.01303461157581914,0,0,0.0013251056682626037,-0.014359717244081744
0,1,none,-1.1644153562854058,1,67,3,3,agent_415,San Jorge-Sanduzelai,0,0.09909014858269455,0,0,0.49239128338936244,0.33,0.33,0.27715668669699345,0.21523459669236897
0,0,moderate,1.3961847840709756,2,20,1,1,agent_631,San Jorge-Sanduzelai,0,0,0,0.7145707059911859,1.5686789824313605,1,1,0.8212521171406786,0.7474268652906818
0,1,none,-0.5507412579436559,1,36,3,3,agent_790,San Juan/Donibane,0,0.20957133076937273,0,0,0.5004587809716983,0.33,0.33,0.24182422084858662,0.2586345601231116
0,1,none,-0.5875778504092879,2,67,2,2,agent_82,San Juan/Donibane,0,0.06360352413817406,0,0.7353841164514322,0.9548983867130143,0.66,0.66,0.4504707781089797,0.5044276086040346
0,1,none,1.5703899459345636,2,32,1,1,agent_229,San Juan/Donibane,0,0.24022660775519228,0,0.574263477608788,1.5276050509351877,1,1,0.7951434631115565,0.7324615878236312
0,1,none,0.006745098317374654,2,56,3,3,agent_92,San Juan/Donibane,0,0.2926954725590973,0,0.5904091693281868,0.4648144316640902,0.33,0.33,0.23636998093544018,0.22844445072865
0,1,none,1.8350896396062604,2,23,1,1,agent_553,San Juan/Donibane,0,0.09118465898006517,0,0.5913107247920105,1.4922448166297446,1,1,0.7527997845883161,0.7394450320414285
0,1,low,-1.3409189866051934,2,25,3,4,agent_483,San Juan/Donibane,0,0.11685288762002835,0.05486824074397738,0.43722685780474235,0.3171408009885762,0.33,0,0.27973928424241745,0.03740151674615876
0,1,none,-0.07582193092795558,1,33,3,3,agent_801,San Juan/Donibane,0,0.08166173072716414,0,0,0.46670808430708116,0.33,0.33,0.24698067482372477,0.2197274094833564
0,1,none,0.5438943759385625,2,70,2,2,agent_710,San Juan/Donibane,0,0.21780830047470506,0,0.6146058406217492,0.9695257673341318,0.66,0.66,0.4776820571936366,0.4918437101404951
0,1,none,1.0239388367201212,2,47,2,3,agent_560,Txantrea,0,0.2078168290514603,0,0.4966106660868756,0.8084516325357018,0.66,0.33,0.5127325869937287,0.2957190455419732
0,1,none,-0.1138533514036631,2,34,2,2,agent_495,Txantrea,0,0.3117168289498324,0,0.7894732191661787,0.9985233438058037,0.66,0.66,0.5047277159390239,0.49379562786677983
0,1,none,-0.9582393329285568,1,71,3,3,agent_698,Txantrea,0,0.16903053359509554,0,0,0.46840808705196235,0.33,0.33,0.2542441046474972,0.21416398240446516
0,1,none,-0.08988016424830748,1,44,3,4,agent_274,Txantrea,0,0.17874553749352018,0,0,0.24711277414630672,0.33,0,0.26373201002815827,-0.016619235881851557
0,1,none,0.979235236153238,2,51,1,2,agent_705,Txantrea,0,0.1120178176154357,0,0.6308999189078287,1.2691899986778117,1,0.66,0.7607334992051897,0.508456499472622
0,1,low,1.254159773740234,2,58,1,1,agent_823,Txantrea,0,0.2882406655172875,0.4531652765376414,0.4513050638029916,1.5287193419212266,1,1,0.7861094137129708,0.7426099282082557
0,1,none,1.3537734814579292,2,45,1,1,agent_360,Txantrea,0,0.09822849117177689,0,0.5347425034952323,1.5024409268657868,1,1,0.7644878359545313,0.7379530909112554
1,1,low,-1.3167441730101932,1,24,4,4,agent_772,Buztintxuri-Euntzetxiki,-0.34211461790413245,0.12398218794648173,0.4537536155687226,0,-3.0338175531905917e-4,0,0,0.008294549097892423,-0.008597930853211483
1,1,none,-1.522920196367042,1,35,4,4,agent_478,Buztintxuri-Euntzetxiki,-0.29729206770399247,0.3077372730072411,0,0,0.029683391507214222,0,0,0.027420975328733693,0.0022624161784805296
1,1,none,-0.7443416103426549,1,36,3,3,agent_620,Buztintxuri-Euntzetxiki,-0.4224268703969919,0.2923108724643718,0,0,0.5531022565494907,0.33,0.33,0.26497953727084506,0.2881227192786457
1,1,moderate,1.292429180400466,2,43,2,2,agent_29,Casco Viejo/Alde Zaharra,-0.3029279070521603,-0.14558484454666254,0,0.5073108475624317,0.9941575825582474,0.66,0.66,0.5000517103617194,0.49410587219652796
1,0,none,0.8581206976928973,2,25,3,3,agent_647,Casco Viejo/Alde Zaharra,-0.32715650175024713,0,0,0.5147540932997534,0.5580001778650653,0.33,0.33,0.2828201904612773,0.27517998740378796
1,0,moderate,1.0809974756592557,2,27,2,3,agent_638,Casco Viejo/Alde Zaharra,-0.3693898141726673,0,0,0.6781958746522397,0.7969664492903172,0.66,0.33,0.533037596399053,0.26392885289126417
1,0,severe,1.3420482563281573,2,30,3,3,agent_734,Casco Viejo/Alde Zaharra,-0.35234973630529154,0,0,0.6064406637717892,0.5131289266000483,0.33,0.33,0.26780992398770176,0.24531900261234652
1,1,low,0.3505061118812905,1,27,3,3,agent_244,Casco Viejo/Alde Zaharra,-0.3549380932605496,0.12856425048149106,0.28957663448383325,0,0.4699057433055211,0.33,0.33,0.26006829337778603,0.20983744992773506
1,1,none,-1.522920196367042,1,26,4,4,agent_578,Casco Viejo/Alde Zaharra,-0.38562781136420393,0.2670838463874311,0,0,-0.028725584839797293,0,0,-0.015697651900984287,-0.013027932938813004
1,1,none,-1.1734502196870837,1,34,4,4,agent_761,Ensanche/Zabalgunea,-0.397380382167965,0.12116995329019888,0,0,0.021769549884788332,0,0,0.03401631121325019,-0.012246761328461857
1,1,severe,0.6134003689052153,2,64,2,2,agent_157,Ensanche/Zabalgunea,-0.331973773083128,0.12040213541517243,0,0.6514614644725123,0.99069237114036,0.66,0.66,0.4931935103213218,0.4974988608190382
1,1,none,-0.7318940912640458,1,68,4,4,agent_200,Ensanche/Zabalgunea,-0.2195450923668313,0.09773765526158608,0,0,0.08718829176708492,0,0,0.054683324825414416,0.032504966941670516
1,1,low,0.05790364345821143,1,50,4,4,agent_713,Ensanche/Zabalgunea,-0.4195234186872976,0.17344533451152064,0.3499079406499019,0,0.09564224000040708,0,0,0.038315265654629733,0.057326974345777354
1,1,none,-1.5956124296017815,1,75,4,4,agent_812,Ensanche/Zabalgunea,-0.39138452792392814,0.10845620901133568,0,0,0.03279701749708231,0,0,-0.005892508977511922,0.038689526474594234
1,1,none,-1.5956124296017815,1,67,4,4,agent_430,Ensanche/Zabalgunea,-0.37003310963009606,0.10205282585855606,0,0,-0.028989296615893133,0,0,-0.025660522507669523,-0.003328774108223612
1,1,none,-1.1734502196870837,1,73,4,4,agent_202,Ensanche/Zabalgunea,-0.36463403569448094,0.10500404668859045,0,0,-0.06167334898142347,0,0,-0.017760164092482527,-0.04391318488894094
1,1,none,-1.1644153562854058,1,35,3,3,agent_367,Ensanche/Zabalgunea,-0.374376903633231,0.17768916813638908,0,0,0.4989625961271197,0.33,0.33,0.26052209272891325,0.23844050339820644
1,1,none,-0.8923980370739644,2,66,4,4,agent_811,Ermitaga�a-Mendebaldea,-0.3821929723013164,0.1226731405383629,0,0.5442979714222567,-0.003937116384726977,0,0,-0.006167296961559341,0.0022301805768323636
1,1,severe,1.5559459789140593,2,43,3,3,agent_249,Ermitaga�a-Mendebaldea,-0.2691637095784906,0.14616173225676984,0,0.5836691926461965,0.5146967601167426,0.33,0.33,0.24541143501505666,0.2692853251016859
1,1,none,-0.9157119072393077,1,42,4,4,agent_613,Ermitaga�a-Mendebaldea,-0.3415897820182219,0.07482092284195732,0,0,2.727350304813844e-4,0,0,-0.023790464181625393,0.024063199212106777
1,0,none,-1.5956124296017815,2,31,4,4,agent_667,Ermitaga�a-Mendebaldea,-0.26645589883560744,0,0,0.5710489013236397,0.01598204261518861,0,0,-0.0011256931202230068,0.017107735735411616
1,1,none,-0.16721322782556017,2,61,3,3,agent_451,Ermitaga�a-Mendebaldea,-0.368106443918059,0.13364997885967855,0,0.5531137827084479,0.44775552951858644,0.33,0.33,0.2344773882635731,0.21327814125501332
1,0,none,-0.08733486007145468,1,22,3,3,agent_226,Ermitaga�a-Mendebaldea,-0.2962270437030911,0,0,0,0.4818025277261305,0.33,0.33,0.21240145158529658,0.2694010761408339
1,1,none,-1.1644153562854058,1,70,3,3,agent_359,Ermitaga�a-Mendebaldea,-0.3438750114804684,0.12017978971211882,0,0,0.4815904065821254,0.33,0.33,0.24459433699280592,0.23699606958931946
1,1,none,0.9836502887088644,2,60,2,1,agent_308,Ermitaga�a-Mendebaldea,-0.33216073854562245,0.18582829318970087,0,0.6084712181345381,1.2875449827305505,0.66,1,0.5311749152265192,0.7563700675040314
1,1,none,-1.522920196367042,1,69,4,4,agent_115,Ermitaga�a-Mendebaldea,-0.23030482677888137,0.15639508398934213,0,0,-0.012519894635866434,0,0,-0.014383674065209798,0.0018637794293433641
1,0,none,-1.522920196367042,1,44,4,4,agent_333,Etxabakoitz,-0.30474358552009057,0,0,0,0.025903277179888475,0,0,0.015199108055625835,0.010704169124262638
1,1,none,-1.5956124296017815,1,34,4,4,agent_645,Etxabakoitz,-0.34946353041721057,0.1405503674356409,0,0,-0.039830193136575605,0,0,-0.040447067707229105,6.168745706534985e-4
1,1,none,-0.9267503336780823,1,41,4,4,agent_689,Iturrama,-0.3090721284008548,0.012641173771143146,0,0,-0.043075926577755067,0,0,-0.001389049138113486,-0.04168687743964158
1,1,none,-0.7318940912640458,1,80,4,4,agent_163,Iturrama,-0.358754755796612,0.07548343951848421,0,0,0.03139757921792261,0,0,0.012985180098586558,0.018412399119336054
1,1,none,-0.23966367679624212,1,52,4,4,agent_577,Iturrama,-0.3462148419588238,0.2221289217311351,0,0,0.017179498262909754,0,0,0.00752883405416786,0.009650664208741895
1,1,low,1.7327804436103,3,64,2,2,agent_154,Iturrama,-0.25482982242474295,0.24760036292450752,0.22687070290229464,0,1.000520614221768,0.66,0.66,0.5108419048537236,0.4896787093680445
1,0,none,1.3420482563281573,1,86,3,3,agent_156,Iturrama,-0.4653849664384979,0,0,0,0.48919596256853265,0.33,0.33,0.2380823497923656,0.25111361277616706
1,1,none,-0.23966367679624212,2,57,4,4,agent_419,Iturrama,-0.33554855938414635,0.3330686669531501,0,0.5651383331930712,-0.017891642516627976,0,0,-0.02124260865083956,0.003350966134211584
1,1,none,-0.9390134000943428,1,59,3,4,agent_529,Iturrama,-0.24838338728615372,0.0882624540959229,0,0,0.2340222669489022,0.33,0,0.22849678023487716,0.005525486714025053
1,0,low,1.687888639965326,3,25,2,2,agent_748,Lezkairu,-0.3089357367569965,0,0.4265406166141438,0,1.0484823190769403,0.66,0.66,0.5111411649275032,0.5373411541494372
1,1,low,-0.5257180679071967,2,50,4,4,agent_800,Lezkairu,-0.35288923024063,0.07449603332045612,0.28593978278339144,0.41711019913143954,-0.02916312482795695,0,0,-0.023686865354620057,-0.005476259473336896
1,1,none,-1.522920196367042,1,58,4,4,agent_386,Lezkairu,-0.32013977851561926,-0.01942073262246651,0,0,-0.00806230149540027,0,0,-0.01226393609251671,0.004201634597116438
1,1,moderate,0.08662346607148018,2,41,3,3,agent_30,Lezkairu,-0.39056427531750354,0.09588805576156384,0,0.6074758383006531,0.5250672920217712,0.33,0.33,0.2476976951950438,0.27736959682672735
1,1,none,-0.05766246703439333,1,35,3,4,agent_475,Lezkairu,-0.26126523730514656,0.3626439877978984,0,0,0.3265510757152281,0.33,0,0.30019655013080515,0.02635452558442298
1,1,none,-1.522920196367042,1,24,4,4,agent_412,Mendillorri,-0.3256628069992416,0.06145318539594629,0,0,0.012332830217122472,0,0,-0.016298747542386464,0.028631577759508937
1,1,none,-0.5762883772153597,2,35,4,3,agent_754,Mendillorri,-0.35131742201588667,0.2809956603570471,0,0.587870700675937,0.23960796428063252,0,0.33,0.005884664307121423,0.2337232999735111
1,1,low,-0.5579357651211109,1,61,4,4,agent_806,Mendillorri,-0.2305248845699185,0.14224712298096145,0.3540701617891118,0,0.052011089496413504,0,0,0.0019490212390927695,0.050062068257320735
1,1,none,-0.9509251472730823,2,30,3,4,agent_488,Mendillorri,-0.37921667639440265,0.14492390776352726,0,0.6373819257376383,0.23172110592000136,0.33,0,0.2300535841467468,0.0016675217732545742
1,1,low,1.3708192350036508,3,23,2,4,agent_681,Mendillorri,-0.2795376320058583,0.14671083519983175,0.4685901193425751,0,0.5530885939645815,0.66,0,0.50641729784691,0.04667129611767157
1,1,low,-1.3572680356623454,1,57,4,4,agent_183,Mendillorri,-0.34976928998627743,0.17305701335534646,0.3123139520089301,0,0.0023412043098159294,0,0,0.03611377146058372,-0.03377256715076779
1,1,low,0.14473908265859303,1,25,3,3,agent_576,Milagrosa-Arrosadia,-0.35388927938198694,0.09620669629537361,0.24621174714889424,0,0.5140721909858363,0.33,0.33,0.26538760132698036,0.24868458965885595
1,0,moderate,0.48162307500246765,2,42,2,1,agent_727,Milagrosa-Arrosadia,-0.31442814312708905,0,0,0.637282378905651,1.292478687324054,0.66,1,0.5092308230498235,0.7832478642742304
1,0,low,1.8594414407733963,2,42,2,2,agent_275,Milagrosa-Arrosadia,-0.438296847786365,0,0.29946382352177625,0.5809147194293599,0.9760765245109395,0.66,0.66,0.49763757919150936,0.47843894531943015
1,1,none,-0.37338925118240923,1,66,3,3,agent_178,Milagrosa-Arrosadia,-0.2750517310824972,0.03096743066732283,0,0,0.4321115952560436,0.33,0.33,0.20276881946148712,0.22934277579455647
1,1,none,-0.784281006785622,1,45,3,3,agent_56,Milagrosa-Arrosadia,-0.36453787714940405,0.304502164276795,0,0,0.5070799627451821,0.33,0.33,0.2823834303353544,0.22469653240982768
1,1,none,1.3134641805153744,2,30,2,1,agent_512,Milagrosa-Arrosadia,-0.43241570430877013,0.15220632864930936,0,0.5869746717758838,1.197371166243411,0.66,1,0.47168399822687945,0.7256871680165315
1,1,none,0.2866774542090939,1,61,3,3,agent_251,Rochapea/Arrotxapea,-0.34133897003598446,0.09372533943984776,0,0,0.5098296994424234,0.33,0.33,0.27259868777193336,0.23723101167049004
1,1,none,-0.814945379605447,1,59,3,3,agent_364,Rochapea/Arrotxapea,-0.39854012175054226,0.11864494888040131,0,0,0.5582670685544115,0.33,0.33,0.30182758923043707,0.25643947932397454
1,1,none,-1.5956124296017815,2,45,4,4,agent_749,Rochapea/Arrotxapea,-0.37244178774737874,0.379955672228163,0,0.6402574596439264,-0.08645259147231299,0,0,-0.03609732902429499,-0.050355262448018
1,0,low,-0.434326771009592,2,58,4,4,agent_617,Rochapea/Arrotxapea,-0.2112155450373947,0,0.06531184116499254,0.7908516272991307,0.022844119218675067,0,0,0.017544608384367773,0.005299510834307295
1,1,none,-0.7318940912640458,3,70,4,4,agent_66,Rochapea/Arrotxapea,-0.2672882216288607,0.035596565193821,0,0,0.02436193892535256,0,0,-0.0065549372350617,0.03091687616041426
1,0,severe,0.632691239931554,3,42,3,4,agent_35,Rochapea/Arrotxapea,-0.28253653189178674,0,0,0,0.2657357464773737,0.33,0,0.2147963960213628,0.05093935045601088
1,1,none,-0.2145390963622283,1,47,3,4,agent_629,Rochapea/Arrotxapea,-0.3170485966689104,0.26271521934838016,0,0,0.24876270846047088,0.33,0,0.2162333086554562,0.03252939980501468
